#                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
#target name        accession  query name               accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------     -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
PF05175_seed         -          sp|A2RSY6|TRM1L_MOUSE -            6.7e-06   12.0   0.5   1.4e-05   11.0   0.1   1.6   2   0   0   2   2   2   1 -
PF05175_seed         -          sp|A3KPF2|ANM14_ARATH -            3.6e-09   22.6   0.0   7.4e-09   21.6   0.0   1.5   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|A7YW45|ANM5_BOVIN -            3.5e-07   16.2   0.0   5.7e-07   15.5   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|A8MUP2|CSKMT_HUMAN -            2.2e-07   16.8   0.0   4.6e-07   15.8   0.0   1.4   2   0   0   2   2   2   1 -
PF05175_seed         -          sp|B0EXJ8|HTOMT_CATRO -            5.7e-07   15.5   0.0     1e-06   14.6   0.0   1.5   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|B3DLB3|ANM2_XENTR -            7.4e-12   31.4   0.0   1.1e-11   30.8   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|B3GSH5|ASMT_RAT   -            3.3e-06   13.0   0.0   5.4e-06   12.3   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|C8VQG9|LAEA_EMENI -            4.6e-08   19.0   0.0   7.6e-08   18.3   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|D3KU66|ASMT_MOUSE -            8.6e-07   14.9   0.0   2.2e-06   13.6   0.0   1.7   1   1   0   1   1   1   1 -
PF05175_seed         -          sp|D3YWP0|EFMT3_MOUSE -            1.8e-07   17.1   0.0   2.5e-07   16.6   0.0   1.2   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|D9IVE5|ANM2_XENLA -            1.8e-11   30.1   0.0   2.8e-11   29.5   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|F4JNX3|CMKMT_ARATH -            7.3e-11   28.1   0.0   1.2e-10   27.5   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|J7I4B7|WBDD_ECOLX -            2.2e-07   16.8   0.3   5.9e-07   15.4   0.0   1.7   2   0   0   2   2   2   1 -
PF05175_seed         -          sp|O13648|ANM3_SCHPO -            8.5e-11   27.9   0.1   1.7e-10   26.9   0.1   1.4   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O14717|TRDMT_HUMAN -            3.3e-07   16.3   0.0   5.6e-07   15.5   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O14744|ANM5_HUMAN -            2.5e-07   16.6   0.0   4.3e-07   15.9   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O22268|DIM1A_ARATH -            5.1e-08   18.9   0.0   2.4e-07   16.7   0.0   1.8   2   0   0   2   2   2   1 -
PF05175_seed         -          sp|O32036|TRMR_BACSU -            1.2e-09   24.2   0.0   1.7e-09   23.7   0.0   1.2   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O43148|MCES_HUMAN -            1.3e-06   14.3   0.0     5e-06   12.4   0.0   1.9   2   0   0   2   2   2   1 -
PF05175_seed         -          sp|O49354|COQ3_ARATH -            1.3e-07   17.5   0.0   2.2e-07   16.8   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O55055|TRDMT_MOUSE -            2.5e-06   13.4   0.0   4.1e-06   12.7   0.0   1.2   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O60678|ANM3_HUMAN -            7.1e-10   24.9   0.0   1.4e-09   23.9   0.0   1.4   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O70467|ANM3_RAT   -            6.8e-10   25.0   0.1   1.4e-09   24.0   0.1   1.5   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O74421|COQ3_SCHPO -            1.6e-12   33.6   0.0   2.8e-12   32.8   0.0   1.3   1   0   0   1   1   1   1 -
PF05175_seed         -          sp|O80562|HOL2_ARATH -            1.4e-06   14.2   0.0   2.2e-06   13.6   0.0   1.4   1   1   0   1   1   1   1 -
PF05175_seed         -          sp|O95568|MET18_HUMAN -            2.7e-09   23.0   0.0   5.1e-09   22.1   0.0   1.4   1   0   0   1   1   1   1 -
