#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
B3PI89               -          Methyltransf_11      PF08241.15   2.3e-28   95.9   0.0   5.5e-28   94.6   0.0   1.7   1   0   0   1   1   1   1 -
Q8KZ94               -          Methyltransf_11      PF08241.15   1.5e-27   93.3   0.0   2.6e-27   92.5   0.0   1.4   1   0   0   1   1   1   1 -
E3G327               -          Methyltransf_11      PF08241.15   4.1e-27   91.8   0.0   7.8e-27   90.9   0.0   1.5   1   0   0   1   1   1   1 -
B2SHS9               -          Methyltransf_11      PF08241.15   7.2e-27   91.0   0.0   1.2e-26   90.3   0.0   1.4   1   0   0   1   1   1   1 -
B2SHS9               -          Methyltransf_11      PF08241.15   7.2e-27   91.0   0.0   1.2e-26   90.3   0.0   1.4   1   0   0   1   1   1   1 -
Q2P2C4               -          Methyltransf_11      PF08241.15   7.2e-27   91.0   0.0   1.2e-26   90.3   0.0   1.4   1   0   0   1   1   1   1 -
Q2P2C4               -          Methyltransf_11      PF08241.15   7.2e-27   91.0   0.0   1.2e-26   90.3   0.0   1.4   1   0   0   1   1   1   1 -
Q5GZB5               -          Methyltransf_11      PF08241.15   7.2e-27   91.0   0.0   1.2e-26   90.3   0.0   1.4   1   0   0   1   1   1   1 -
Q5GZB5               -          Methyltransf_11      PF08241.15   7.2e-27   91.0   0.0   1.2e-26   90.3   0.0   1.4   1   0   0   1   1   1   1 -
P36571               -          Methyltransf_11      PF08241.15   1.1e-26   90.5   0.0   1.8e-26   89.7   0.0   1.4   1   0   0   1   1   1   1 -
O06898               -          Methyltransf_11      PF08241.15   7.4e-26   87.8   0.0   1.3e-25   87.0   0.0   1.4   1   0   0   1   1   1   1 -
A9NBI0               -          Methyltransf_11      PF08241.15   7.5e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
A9NBI0               -          Methyltransf_11      PF08241.15   7.5e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
B6J1W2               -          Methyltransf_11      PF08241.15   7.5e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
B6J1W2               -          Methyltransf_11      PF08241.15   7.5e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
Q820B5               -          Methyltransf_11      PF08241.15   7.5e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
Q820B5               -          Methyltransf_11      PF08241.15   7.5e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
B6J5Y2               -          Methyltransf_11      PF08241.15   7.6e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
B6J5Y2               -          Methyltransf_11      PF08241.15   7.6e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
A9KGL7               -          Methyltransf_11      PF08241.15   7.6e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
A9KGL7               -          Methyltransf_11      PF08241.15   7.6e-26   87.8   0.0   1.2e-25   87.1   0.0   1.3   1   0   0   1   1   1   1 -
Q6D3C1               -          Methyltransf_11      PF08241.15   8.5e-26   87.6   0.0   1.4e-25   86.9   0.0   1.3   1   0   0   1   1   1   1 -
Q8PK00               -          Methyltransf_11      PF08241.15   1.5e-25   86.9   0.0   2.5e-25   86.1   0.0   1.4   1   0   0   1   1   1   1 -
Q8PK00               -          Methyltransf_11      PF08241.15   1.5e-25   86.9   0.0   2.5e-25   86.1   0.0   1.4   1   0   0   1   1   1   1 -
A6UYW3               -          Methyltransf_11      PF08241.15     2e-25   86.5   0.0   3.7e-25   85.6   0.0   1.5   1   0   0   1   1   1   1 -
Q7CH67               -          Methyltransf_11      PF08241.15   2.1e-25   86.4   0.0   3.7e-25   85.6   0.0   1.4   1   0   0   1   1   1   1 -
G0FUS0               -          Methyltransf_11      PF08241.15   2.2e-25   86.3   0.0   4.5e-25   85.3   0.0   1.6   1   0   0   1   1   1   1 -
Q5QZ53               -          Methyltransf_11      PF08241.15   2.3e-25   86.3   0.0   4.3e-25   85.3   0.0   1.5   1   0   0   1   1   1   1 -
Q5QZ53               -          Methyltransf_11      PF08241.15   2.3e-25   86.3   0.0   4.3e-25   85.3   0.0   1.5   1   0   0   1   1   1   1 -
B0RS27               -          Methyltransf_11      PF08241.15   3.9e-25   85.5   0.0     7e-25   84.7   0.0   1.4   1   0   0   1   1   1   1 -
B0RS27               -          Methyltransf_11      PF08241.15   3.9e-25   85.5   0.0     7e-25   84.7   0.0   1.4   1   0   0   1   1   1   1 -
Q4UVL4               -          Methyltransf_11      PF08241.15   3.9e-25   85.5   0.0     7e-25   84.7   0.0   1.4   1   0   0   1   1   1   1 -
Q4UVL4               -          Methyltransf_11      PF08241.15   3.9e-25   85.5   0.0     7e-25   84.7   0.0   1.4   1   0   0   1   1   1   1 -
Q8P8H2               -          Methyltransf_11      PF08241.15   3.9e-25   85.5   0.0     7e-25   84.7   0.0   1.4   1   0   0   1   1   1   1 -
Q8P8H2               -          Methyltransf_11      PF08241.15   3.9e-25   85.5   0.0     7e-25   84.7   0.0   1.4   1   0   0   1   1   1   1 -
Q3BSF8               -          Methyltransf_11      PF08241.15   4.3e-25   85.4   0.0   7.3e-25   84.6   0.0   1.4   1   0   0   1   1   1   1 -
Q3BSF8               -          Methyltransf_11      PF08241.15   4.3e-25   85.4   0.0   7.3e-25   84.6   0.0   1.4   1   0   0   1   1   1   1 -
