#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name                       accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- -----             -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
sp|O34331|YLBH_BACSU      -            184 PF08241PF03602_hmmalign_out_trim -            178   6.7e-48  162.7   0.0   1   1   4.1e-48   7.6e-48  162.6   0.0     1   178     1   181     1   181 0.97 Putative rRNA methyltransferase YlbH OS=Bacillus subtilis (strain 168) OX=224308 GN=ylbH PE=3 SV=2
sp|P0ADX9|RSMD_ECOLI      -            198 PF08241PF03602_hmmalign_out_trim -            178   5.1e-44  150.1   0.0   1   1   3.2e-44   5.8e-44  149.9   0.0     1   178    12   188    12   188 0.98 Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain K12) OX=83333 GN=rsmD PE=1 SV=1
sp|P0ADY0|RSMD_ECOL6      -            198 PF08241PF03602_hmmalign_out_trim -            178   5.1e-44  150.1   0.0   1   1   3.2e-44   5.8e-44  149.9   0.0     1   178    12   188    12   188 0.98 Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=rsmD PE=3 SV=1
sp|P44869|RSMD_HAEIN      -            193 PF08241PF03602_hmmalign_out_trim -            178   9.7e-42  142.7   0.0   1   1     6e-42   1.1e-41  142.5   0.0     1   178    13   192    13   192 0.95 Ribosomal RNA small subunit methyltransferase D OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=rsmD PE=1 SV=1
sp|Q9M571|PEAMT_SPIOL     -            494 PF08241PF03602_hmmalign_out_trim -            178   1.1e-41  142.5   0.0   1   2   1.5e-19   2.7e-19   69.6   0.0    32   148    48   161    40   173 0.92 Phosphoethanolamine N-methyltransferase OS=Spinacia oleracea OX=3562 GN=PEAMT PE=1 SV=1
sp|Q9M571|PEAMT_SPIOL     -            494 PF08241PF03602_hmmalign_out_trim -            178   1.1e-41  142.5   0.0   2   2   6.8e-20   1.2e-19   70.7   0.0    40   161   284   401   270   418 0.85 Phosphoethanolamine N-methyltransferase OS=Spinacia oleracea OX=3562 GN=PEAMT PE=1 SV=1
sp|Q944H0|PEAM2_ARATH     -            491 PF08241PF03602_hmmalign_out_trim -            178   2.3e-41  141.4   0.0   1   2   4.5e-18   8.2e-18   64.7   0.0    33   148    46   158    40   172 0.90 Phosphomethylethanolamine N-methyltransferase OS=Arabidopsis thaliana OX=3702 GN=NMT2 PE=1 SV=2
sp|Q944H0|PEAM2_ARATH     -            491 PF08241PF03602_hmmalign_out_trim -            178   2.3e-41  141.4   0.0   2   2   1.1e-20     2e-20   73.2   0.0    41   149   282   386   267   415 0.86 Phosphomethylethanolamine N-methyltransferase OS=Arabidopsis thaliana OX=3702 GN=NMT2 PE=1 SV=2
sp|A0A348AXX4|NRPS_CURCL  -          13041 PF08241PF03602_hmmalign_out_trim -            178   8.8e-41  139.6   0.0   1   5   1.6e-06   2.8e-06   27.1   0.0    28   134  2916  3019  2901  3029 0.82 Nonribosomal peptide synthetase OS=Curvularia clavata OX=95742 GN=NRPS PE=1 SV=1
sp|A0A348AXX4|NRPS_CURCL  -          13041 PF08241PF03602_hmmalign_out_trim -            178   8.8e-41  139.6   0.0   2   5   0.00021   0.00039   20.2   0.0    31   132  5470  5570  5456  5581 0.83 Nonribosomal peptide synthetase OS=Curvularia clavata OX=95742 GN=NRPS PE=1 SV=1
