A0QF44	A0QF44	1.000	386	0	0	1	386	1	386	5.899E-299	907
A0QF44	P62474	0.992	386	3	0	1	386	1	386	3.784E-295	897
Q5WFG1	Q5WFG1	1.000	314	0	0	1	314	1	314	1.216E-243	742
A4SV66	A4SV66	1.000	316	0	0	1	316	1	316	6.675E-238	726
C6BYH4	C6BYH4	1.000	324	0	0	1	324	1	324	2.270E-251	765
B7MAK5	A1A7C7	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	A7ZHH3	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	A7ZW34	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B1IR96	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B1LG19	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B1XC59	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B2U287	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B5YZB8	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B6HZ59	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B7LFV2	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B7LWH0	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B7M125	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B7MAK5	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	B7N7V5	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	C4ZQ04	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	C5W331	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	C6UM45	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	P60390	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	P60391	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	Q0TLQ7	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	Q1RGB3	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	Q326F3	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7MAK5	Q3Z5S7	0.996	313	1	0	1	313	1	313	7.003E-241	734
B7MAK5	Q83SN7	0.996	313	1	0	1	313	1	313	1.025E-240	733
B7MAK5	B7MNU1	0.996	313	1	0	1	313	1	313	1.025E-240	733
B7MAK5	B7NHI8	0.993	313	2	0	1	313	1	313	2.198E-240	733
B7MAK5	B7UID2	0.996	313	1	0	1	313	1	313	3.218E-240	732
B7MAK5	Q0T8B5	0.993	313	2	0	1	313	1	313	3.218E-240	732
B7MAK5	Q32K10	0.996	312	1	0	1	312	1	312	1.479E-239	730
B7MAK5	Q8FL68	0.987	313	4	0	1	313	1	313	3.123E-238	727
B7MAK5	B4TJ79	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	B4TXH0	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	B5F7V6	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	B5FI64	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	B5R2L6	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	B5RH56	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	C0Q5H8	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	Q8ZRU8	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7MAK5	A9MZL1	0.955	313	14	0	1	313	1	313	1.305E-231	708
B7MAK5	A8ALL4	0.955	313	14	0	1	313	2	314	2.795E-231	707
B7MAK5	B4SU42	0.955	313	14	0	1	313	1	313	5.989E-231	706
B7MAK5	B5BLG4	0.955	313	14	0	1	313	1	313	8.766E-231	706
B7MAK5	Q5PDH4	0.955	313	14	0	1	313	1	313	8.766E-231	706
B7MAK5	A9MQD1	0.952	313	15	0	1	313	1	313	2.749E-230	704
B7MAK5	Q8Z9H4	0.952	313	15	0	1	313	1	313	1.262E-229	702
B7MAK5	Q57TD8	0.951	312	15	0	2	313	1	312	2.703E-229	702
B7MAK5	B5Y1V5	0.929	313	22	0	1	313	1	313	2.523E-225	690
B7MAK5	A6T4M5	0.929	313	22	0	1	313	1	313	5.404E-225	690
B7MAK5	A4W6I5	0.920	313	25	0	1	313	1	313	3.563E-223	684
B7MAK5	A7MIE1	0.916	313	26	0	1	313	1	313	7.630E-223	684
B3WDX7	B3WDX7	1.000	313	0	0	1	313	1	313	4.642E-239	729
B3WDX7	Q039S2	0.993	313	2	0	1	313	1	313	2.101E-237	724
B8FT64	B8FT64	1.000	310	0	0	1	310	1	310	3.408E-244	743
B8FT64	Q24TD8	1.000	310	0	0	1	310	1	310	3.408E-244	743
B7LWH0	A1A7C7	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	A7ZHH3	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	A7ZW34	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B1IR96	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B1LG19	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B1XC59	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B2U287	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B5YZB8	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B6HZ59	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B7LFV2	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B7LWH0	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B7M125	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B7MAK5	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	B7N7V5	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	C4ZQ04	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	C5W331	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	C6UM45	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	P60390	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	P60391	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	Q0TLQ7	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	Q1RGB3	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	Q326F3	1.000	313	0	0	1	313	1	313	1.524E-241	736
B7LWH0	Q3Z5S7	0.996	313	1	0	1	313	1	313	7.003E-241	734
B7LWH0	Q83SN7	0.996	313	1	0	1	313	1	313	1.025E-240	733
B7LWH0	B7MNU1	0.996	313	1	0	1	313	1	313	1.025E-240	733
B7LWH0	B7NHI8	0.993	313	2	0	1	313	1	313	2.198E-240	733
B7LWH0	B7UID2	0.996	313	1	0	1	313	1	313	3.218E-240	732
B7LWH0	Q0T8B5	0.993	313	2	0	1	313	1	313	3.218E-240	732
B7LWH0	Q32K10	0.996	312	1	0	1	312	1	312	1.479E-239	730
B7LWH0	Q8FL68	0.987	313	4	0	1	313	1	313	3.123E-238	727
B7LWH0	B4TJ79	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	B4TXH0	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	B5F7V6	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	B5FI64	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	B5R2L6	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	B5RH56	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	C0Q5H8	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	Q8ZRU8	0.958	313	13	0	1	313	1	313	8.912E-232	709
B7LWH0	A9MZL1	0.955	313	14	0	1	313	1	313	1.305E-231	708
B7LWH0	A8ALL4	0.955	313	14	0	1	313	2	314	2.795E-231	707
B7LWH0	B4SU42	0.955	313	14	0	1	313	1	313	5.989E-231	706
B7LWH0	B5BLG4	0.955	313	14	0	1	313	1	313	8.766E-231	706
B7LWH0	Q5PDH4	0.955	313	14	0	1	313	1	313	8.766E-231	706
B7LWH0	A9MQD1	0.952	313	15	0	1	313	1	313	2.749E-230	704
B7LWH0	Q8Z9H4	0.952	313	15	0	1	313	1	313	1.262E-229	702
B7LWH0	Q57TD8	0.951	312	15	0	2	313	1	312	2.703E-229	702
B7LWH0	B5Y1V5	0.929	313	22	0	1	313	1	313	2.523E-225	690
B7LWH0	A6T4M5	0.929	313	22	0	1	313	1	313	5.404E-225	690
B7LWH0	A4W6I5	0.920	313	25	0	1	313	1	313	3.563E-223	684
B7LWH0	A7MIE1	0.916	313	26	0	1	313	1	313	7.630E-223	684
A5UZS9	A5UZS9	1.000	313	0	0	1	313	1	313	2.166E-239	730
B9KNI8	B9KNI8	1.000	331	0	0	1	331	1	331	8.569E-255	776
B9KNI8	Q3J4N3	0.996	331	1	0	1	331	1	331	3.937E-254	774
B9KNI8	A3PHR7	0.990	331	3	0	1	331	1	331	5.591E-252	768
B9KNI8	A4WQC5	0.930	331	23	0	1	331	1	331	4.189E-235	721
Q4A667	Q4A667	1.000	301	0	0	1	301	1	301	2.706E-228	697
A1WC14	A1WC14	1.000	308	0	0	1	308	1	308	5.052E-236	720
A1WC14	B9MFS0	0.987	308	4	0	1	308	1	308	7.069E-233	711
Q2YXE3	Q2YXE3	1.000	311	0	0	1	311	1	311	5.669E-244	742
Q2YXE3	A5IS65	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	A6U0Z9	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	A7X1B8	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	A8Z3M0	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	P60392	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	P60393	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	P60394	0.990	311	3	0	1	311	1	311	1.199E-242	739
Q2YXE3	P60485	0.990	311	3	0	1	311	1	311	1.199E-242	739
